time,temperature_2m__count,temperature_2m__mean,temperature_2m__median,temperature_2m__std,temperature_2m__min,temperature_2m__max,cloud_cover__count,cloud_cover__mean,cloud_cover__median,cloud_cover__std,cloud_cover__min,cloud_cover__max,cloud_cover_low__count,cloud_cover_low__mean,cloud_cover_low__median,cloud_cover_low__std,cloud_cover_low__min,cloud_cover_low__max,cloud_cover_mid__count,cloud_cover_mid__mean,cloud_cover_mid__median,cloud_cover_mid__std,cloud_cover_mid__min,cloud_cover_mid__max,cloud_cover_high__count,cloud_cover_high__mean,cloud_cover_high__median,cloud_cover_high__std,cloud_cover_high__min,cloud_cover_high__max,precipitation_probability__count,precipitation_probability__mean,precipitation_probability__median,precipitation_probability__std,precipitation_probability__min,precipitation_probability__max,shortwave_radiation_instant__count,shortwave_radiation_instant__mean,shortwave_radiation_instant__median,shortwave_radiation_instant__std,shortwave_radiation_instant__min,shortwave_radiation_instant__max,direct_normal_irradiance_instant__count,direct_normal_irradiance_instant__mean,direct_normal_irradiance_instant__median,direct_normal_irradiance_instant__std,direct_normal_irradiance_instant__min,direct_normal_irradiance_instant__max,diffuse_radiation_instant__count,diffuse_radiation_instant__mean,diffuse_radiation_instant__median,diffuse_radiation_instant__std,diffuse_radiation_instant__min,diffuse_radiation_instant__max,sun_score_0_100__count,sun_score_0_100__mean,sun_score_0_100__median,sun_score_0_100__std,sun_score_0_100__min,sun_score_0_100__max,deterministic_agreement_0_100
2026-09-22T00:00,12,65.03333333333332,65.15,3.023042817888601,60.9,69.1,12,2.75,0.0,5.2418768325164535,0.0,18.0,11,1.4545454545454546,0.0,2.252271580588645,0.0,6.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,86.8
2026-09-22T01:00,12,64.55,64.85,3.007112780180894,60.4,68.7,12,3.5833333333333335,1.0,4.541892543729748,0.0,12.0,11,3.0,0.0,4.266145801540309,0.0,12.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,87.4
2026-09-22T02:00,12,64.08333333333333,64.69999999999999,3.0210875023689185,60.0,68.3,12,5.0,1.0,6.105139414683933,0.0,15.0,11,5.454545454545454,4.0,5.922223169784069,0.0,15.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,86.2
2026-09-22T03:00,12,63.574999999999996,64.55000000000001,3.0223786538540707,59.6,67.8,12,10.416666666666666,1.5,15.692837586464453,0.0,52.0,11,11.0,4.0,16.037456157383563,0.0,52.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,79.3
2026-09-22T04:00,12,63.21666666666667,64.2,3.005701652566739,59.5,67.4,12,13.583333333333334,5.0,19.138055060929037,0.0,64.0,11,14.454545454545455,7.0,19.27881550491957,0.0,64.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,76.9
2026-09-22T05:00,12,63.93333333333334,64.7,2.593464980689078,59.2,67.1,12,27.0,15.5,33.283902743190765,0.0,95.0,11,15.545454545454545,12.0,11.843678789663594,0.0,34.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,68.1
2026-09-22T06:00,12,63.20000000000001,63.75,2.997574777291557,58.5,66.7,12,12.75,15.0,13.457846646608674,0.0,43.0,11,16.90909090909091,18.0,13.049555896309617,0.0,43.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,81.0
2026-09-22T07:00,12,63.525000000000006,63.650000000000006,3.1568468157612304,58.3,67.8,12,18.583333333333332,14.5,27.167689142312664,0.0,100.0,11,26.0,19.0,27.33495930123182,0.0,100.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,11,15.67272727272727,17.6,12.83581636742213,0.0,40.7,11,15.072727272727274,0.0,49.99058093099322,0.0,165.8,11,14.890909090909089,17.6,12.987798469752642,0.0,40.7,11,8.299999999999999,8.7,6.52579497072962,0.0,18.6,63.9
2026-09-22T08:00,12,66.075,66.30000000000001,2.389798393931246,61.2,69.4,12,14.25,9.5,23.120730564110247,0.0,83.0,11,24.0,15.0,26.134268690743955,0.0,83.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,11,175.70909090909092,171.1,23.71722810724114,137.0,220.4,11,491.55454545454546,452.4,200.72398642731446,267.8,977.3,11,98.6909090909091,111.8,25.937789209778636,56.8,123.9,11,61.21818181818182,57.7,12.735762103762632,43.4,88.4,52.7
2026-09-22T09:00,12,69.03333333333335,68.9,1.2235071299218854,67.2,71.1,12,21.916666666666668,11.0,28.279315709007122,0.0,92.0,11,30.727272727272727,24.0,29.675211571582466,0.0,92.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,11,361.20909090909095,376.9,45.80935394753904,291.9,419.8,11,620.1545454545454,615.2,142.570728858601,429.1,914.7,11,137.15454545454546,159.9,32.73653505294547,85.9,168.5,11,73.45454545454545,76.0,10.544796217695591,57.0,92.4,55.4
2026-09-22T10:00,12,71.33333333333333,71.2,1.300582620026563,68.7,73.0,12,20.833333333333332,9.5,27.32575652561096,0.0,80.0,11,22.545454545454547,9.0,27.818568030592935,0.0,80.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,11,512.3272727272728,536.6,94.72395780275536,260.1,610.7,11,631.8636363636364,706.3,204.5244693073534,124.9,925.5,11,170.22727272727272,179.5,31.022672061222927,110.0,204.5,11,75.39999999999999,83.5,18.775622493009383,24.3,94.4,42.8
2026-09-22T11:00,12,73.22500000000001,72.85,2.539908731359538,68.6,76.9,12,10.583333333333334,4.5,14.902460646931209,0.0,47.0,11,11.181818181818182,4.0,15.484302902088821,0.0,46.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,11,668.8000000000001,682.3,60.8573742450329,556.7,750.6,11,697.409090909091,753.9,142.44855530713855,438.3,902.1,11,191.27272727272728,191.7,41.5999060313624,131.0,256.8,11,83.18181818181819,87.6,9.027161035654359,65.9,95.6,58.7
